Discipline,Course_Name,Instructor_Name,Institute_Name,Course_URL
Biotechnology,Introduction To Synthetic Biology,Prof. Karthik Raman,IIT Madras,https://nptel.ac.in/courses/102106102
Biotechnology,NOC:I Think Biology,"Prof. Divya Uma, Prof. Jayanti Ray Mukherjee, Prof. Kaustubh Rau, Prof. Prachi Gupta, Prof. Sravanti Uppaluri",Azim Premji University,https://nptel.ac.in/courses/102106343
Biotechnology,NOC:Advances In Omics,Prof. Nagarjun Vijay,IISER Bhopal,https://nptel.ac.in/courses/102106456
Biotechnology,NOC:Statistics For Biomedical Engineers,Prof. Babji Srinivasan,IIT Madras,https://nptel.ac.in/courses/102106457
Biotechnology,Cancer Biology,Prof. Karunagaran,IIT Madras,https://nptel.ac.in/courses/102106652
Biotechnology,Reactive Species In Medical And Related Technologies,Prof. GK Suraishkumar,IIT Madras,https://nptel.ac.in/courses/102106657
Biotechnology,NOC:Regeneration Biology,Prof. Rajesh Ramachandran,IISER Mohali,https://nptel.ac.in/courses/102106667
Biotechnology,NOC:Biomedical Instrumentation,Prof. Varadhan SKM,IIT Madras,https://nptel.ac.in/courses/102106669
Biotechnology,NOC:Human Physiology,Prof. Sudip Mukherjee,IIT (BHU) Varanasi,https://nptel.ac.in/courses/102106670
Biotechnology,NOC:Biological Engineering,Prof. Abhishek Suresh Dhoble,IIT (BHU) Varanasi,https://nptel.ac.in/courses/102106673
Biotechnology,NOC:An Introduction To Evolutionary Biology,Prof. Sutirth Dey,IISER Pune,https://nptel.ac.in/courses/102106751
Biotechnology,NOC:Cell Signaling,Prof. Ram Kumar Mishra,IISER Bhopal,https://nptel.ac.in/courses/102106752
Biotechnology,Analytical Technologies In Biotechnology,Dr. Ashwani K. Sharma,IIT Roorkee,https://nptel.ac.in/courses/102107028
Biotechnology,NOC:Biomedical Nanotechnology,Prof. P. Gopinath,IIT Roorkee,https://nptel.ac.in/courses/102107058
Biotechnology,NOC:Learning About Learning: A Course On Neurobiology Of Learning And Memory,Prof. Balaji Jayaprakash,IISc Bangalore,https://nptel.ac.in/courses/102108071
Biotechnology,NOC:Drug Delivery: Principles And Engineering,Prof. Rachit Agarwal,IISc Bangalore,https://nptel.ac.in/courses/102108077
Biotechnology,NOC:Fundamentals Of Cryo-Electron Microscopy (Cryo-EM) And 3D Image Processing In Structural Biology,Prof. Somnath Dutta,IISc Bangalore,https://nptel.ac.in/courses/102108668
Chemical Engineering,NOC:Heat Transfer,Prof. Ganesh Viswanathan,IIT Bombay,https://nptel.ac.in/courses/103101137
Chemical Engineering,NOC:Chemical Reaction Engineering II,Prof. Ganesh Viswanathan,IIT Bombay,https://nptel.ac.in/courses/103101141
Chemical Engineering,NOC:Modeling Stochastic Phenomena For Engineering Applications: Part-1,Prof. Yelia Shankaranarayana Mayya,IIT Bombay,https://nptel.ac.in/courses/103101354
Chemical Engineering,NOC:Computational Quantum Chemistry,Prof. Achintya Kumar Dutta,IIT Bombay,https://nptel.ac.in/courses/103101568
Chemical Engineering,NOC:Herbal Product Technology And Regulatory Science,"Prof. Galvina Ritesh Pereira, Prof. Mandar Bhalchandra Mulik, Prof. Swati Sanjay Patil","Institute Of Chemical Technology, Mumbai",https://nptel.ac.in/courses/103101835
Chemical Engineering,NOC:Computational Process Design,"Prof. Hariprasad Kodamana, Prof. Manojkumar Ramteke",IIT Delhi,https://nptel.ac.in/courses/103102352
Chemical Engineering,NOC:An Introduction To Cardiovascular Fluid Mechanics,Prof. Raghvendra Gupta,IIT Guwahati,https://nptel.ac.in/courses/103103133
Chemical Engineering,NOC:Multiphase Microfluidics,Prof. Raghvendra Gupta,IIT Guwahati,https://nptel.ac.in/courses/103103134
Chemical Engineering,NOC:Multiphase Flows,Prof. Rajesh Kumar Upadhyay,IIT(BHU) Varanasi,https://nptel.ac.in/courses/103103136
Chemical Engineering,NOC:Chemical Engineering Thermodynamics,Prof. Sasidhar Gumma,IIT Tirupati,https://nptel.ac.in/courses/103103144
Chemical Engineering,NOC:Fluid Flow Operations,Prof. Subrata Kumar Majumdar,IIT Guwahati,https://nptel.ac.in/courses/103103147
Chemical Engineering,NOC:Membrane Technology,Prof. Kaustubha Mohanty,IIT Guwahati,https://nptel.ac.in/courses/103103163
Chemical Engineering,NOC:Computer Aided Applied Single Objective Optimization,Prof. Prakash Kotecha,IIT Guwahati,https://nptel.ac.in/courses/103103164
Chemical Engineering,NOC:Basic Principles And Calculations In Chemical Engineering,Prof. Subrata Kumar Majumdar,IIT Guwahati,https://nptel.ac.in/courses/103103165
Chemical Engineering,"NOC:Renewable Energy Engineering: Solar, Wind And Biomass Energy Systems","Prof. R. Anandalakshmi, Prof. Vaibhav Vasant Goud",IIT Guwahati,https://nptel.ac.in/courses/103103206
Chemical Engineering,NOC:Biomass Conversion And Biorefinery,Prof. Kaustubha Mohanty,IIT Guwahati,https://nptel.ac.in/courses/103103207
Chemical Engineering,NOC:Aspen Plus Simulation Software - A Basic Course For Beginners,Prof. Prabirkumar Saha,IIT Guwahati,https://nptel.ac.in/courses/103103209
Chemical Engineering,NOC:Physical And Electrochemical Characterizations In Chemical Engineering,Prof. Tamal Banerjee,IIT Guwahati,https://nptel.ac.in/courses/103103211
Chemical Engineering,NOC:Chemical Process Technology,Prof. Tamal Banerjee,IIT Guwahati,https://nptel.ac.in/courses/103103217
Chemical Engineering,NOC:Applied Statistical Thermodynamics,Prof. Tamal Banerjee,IIT Guwahati,https://nptel.ac.in/courses/103103355
Chemical Engineering,NOC:Aspen Plus® Simulation Software - An Advanced Course For Learners,Prof. Prabirkumar Saha,IIT Guwahati,https://nptel.ac.in/courses/103103675
Chemical Engineering,NOC:Methods Of Adhesion Measurement For Pressure Sensitive Adhesives: Theory And Practice,Prof. Animangsu Ghatak,IIT Kanpur,https://nptel.ac.in/courses/103104569
Chemical Engineering,NOC:Introduction To Process Modeling In Membrane Separation Process,Prof. Sirshendu De,IIT Kharagpur,https://nptel.ac.in/courses/103105121
Chemical Engineering,NOC:Soft Nano Technology,Prof. Rabibrata Mukherjee,IIT Kharagpur,https://nptel.ac.in/courses/103105122
Chemical Engineering,NOC:Chemical Engineering Thermodynamics,Prof. Gargi Das,IIT Kharagpur,https://nptel.ac.in/courses/103105127
Chemical Engineering,NOC:Transport Phenomena,Prof. Sunando Dasgupta,IIT Kharagpur,https://nptel.ac.in/courses/103105128
Chemical Engineering,NOC:Chemical Process Instrumentation,Prof. Debasis Sarkar,IIT Kharagpur,https://nptel.ac.in/courses/103105130
Chemical Engineering,NOC:Chemical Engineering Fluid Dynamics And Heat Transfer,"Prof. Arnab Atta, Prof. Rabibrata Mukherjee",IIT Kharagpur,https://nptel.ac.in/courses/103105218
Chemical Engineering,"NOC:Characterization Of Polymers, Elastomers And Composites",Prof. Santanu Chattopadhyay,IIT Kharagpur,https://nptel.ac.in/courses/103105219
Chemical Engineering,NOC:Momentum Transfer In Fluids,"Prof. Somenath Ganguly, Prof. Sunando DasGupta",IIT Kharagpur,https://nptel.ac.in/courses/103105353
Chemical Engineering,NOC:Transport Processes And Modelling Of Sustainable Electrochemical Energy Systems,"Prof. Guy Ramon, Prof. Raka Mondal, Prof. Sirshendu De, Prof. Sourav Mondal",IIT Kharagpur And IIPE,https://nptel.ac.in/courses/103105836
Chemical Engineering,"NOC:Fundamental Of Carbon Capture, Utilization And Storage",Prof. Archana,IIT-ISM Dhanbad,https://nptel.ac.in/courses/103105837
Chemical Engineering,NOC:MATLAB Programming For Numerical Computation,Prof. Niket Kaisare,IIT Madras,https://nptel.ac.in/courses/103106118
Chemical Engineering,NOC:Computational Fluid Dynamics,Prof. Sreenivas Jayanti,IIT Madras,https://nptel.ac.in/courses/103106119
Chemical Engineering,NOC:Applied Time-Series Analysis,Prof. Arun K Tangirala,IIT Madras,https://nptel.ac.in/courses/103106123
Chemical Engineering,NOC:Environmental Quality Monitoring & Analysis,Prof. Ravi Krishna R,IIT Madras,https://nptel.ac.in/courses/103106162
Chemical Engineering,NOC:Interfacial Engineering,Prof. Manigandan,IIT Ropar,https://nptel.ac.in/courses/103106570
Chemical Engineering,NOC:General Pharmacology,Prof. Vinod Tiwari,IIT (BHU) Varanasi,https://nptel.ac.in/courses/103106838
Chemical Engineering,NOC:Principles And Practice Of Sleep Medicine,Multifaculty,Chettinad Hospital And Research Institute,https://nptel.ac.in/courses/103106839
Chemical Engineering,NOC:Waste To Energy Conversion,Prof. P. Mondal,IIT Roorkee,https://nptel.ac.in/courses/103107125
Chemical Engineering,NOC:Unit Operations Of Particulate Matter,Prof. Shabina Khanam,IIT Roorkee,https://nptel.ac.in/courses/103107127
Chemical Engineering,NOC:Polymer Reaction Engineering,Prof. Shishir Sinha,IIT Roorkee,https://nptel.ac.in/courses/103107206
Chemical Engineering,NOC:Process Equipment Design,Prof. Shabina Khanam,IIT Roorkee,https://nptel.ac.in/courses/103107207
Chemical Engineering,NOC:Advanced Thermodynamics And Molecular Simulations,Prof. Prateek Kumar Jha,IIT Roorkee,https://nptel.ac.in/courses/103107208
Chemical Engineering,NOC:Chemical Process Utilities,Prof. Shishir Sinha,IIT Roorkee,https://nptel.ac.in/courses/103107211
Chemical Engineering,NOC:Physico-Chemical Processes For Wastewater Treatment,Prof. Vimal Chandra Srivastava,IIT Roorkee,https://nptel.ac.in/courses/103107212
Chemical Engineering,NOC:Biological Process Design For Wastewater Treatment,Prof. Vimal Chandra Srivastava,IIT Roorkee,https://nptel.ac.in/courses/103107217
Chemical Engineering,NOC:Electrochemical Technology In Pollution Control,Prof. J. R. Mudakavi,IISc Bangalore,https://nptel.ac.in/courses/103108162
Chemical Engineering,NOC:Transport Processes,Prof. V Kumaran,IISc Bangalore,https://nptel.ac.in/courses/103108220
Chemical Engineering,NOC:Advanced Transport Processes,Prof. V. Kumaran,IISc Bangalore,https://nptel.ac.in/courses/103108834
Chemical Engineering,Advanced Chemical Reaction Engineering (PG),Prof. H.S. Shankar,IIT Bombay,https://nptel.ac.in/courses/103101001
Chemical Engineering,Advanced Process Control,Prof. Sachin C. Patwardhan,IIT Bombay,https://nptel.ac.in/courses/103101003
Chemical Engineering,Chemical Engineering Thermodynamics,Dr. Sandip Roy,IIT Bombay,https://nptel.ac.in/courses/103101004
Chemical Engineering,Chemical Reaction Engineering II,"Prof. A.K. Suresh, Prof. Ganesh A. Viswanathan, Prof. Sanjay M. Mahajani",IIT Bombay,https://nptel.ac.in/courses/103101008
Chemical Engineering,Advanced Numerical Analysis,Prof. Sachin C. Patwardhan,IIT Bombay,https://nptel.ac.in/courses/103101009
Chemical Engineering,Advanced Numerical Analysis,Prof. Sachin C. Patwardhan,IIT Bombay,https://nptel.ac.in/courses/103101111
Chemical Engineering,NOC:Introduction To Evolutionary Dynamics,Prof. Supreet Saini,IIT Bombay,https://nptel.ac.in/courses/103101127
Chemical Engineering,NOC:Chemical Process Control,Prof. Sujit Jogwar,IIT Bombay,https://nptel.ac.in/courses/103101142
Chemical Engineering,NOC:Introduction To Interfacial Waves,Prof. Ratul Dasgupta,IIT Bombay,https://nptel.ac.in/courses/103101209
Chemical Engineering,"NOC:Hydrogen Energy: Production, Storage, Transportation And Safety",Prof. Pratibha Sharma,IIT Bombay,https://nptel.ac.in/courses/103101215
Chemical Engineering,NOC:Novel Drug Delivery Systems,Prof. Sathish Dyawanapelly,"Institute Of Chemical Technology, Mumbai",https://nptel.ac.in/courses/103101786
Chemical Engineering,NOC:Pharmacognosy And Phytochemistry,Prof. Galvina Pereira,"Institute Of Chemical Technology, Mumbai",https://nptel.ac.in/courses/103101787
Chemical Engineering,Heterogeneous Catalysis And Catalytic Processes,Dr. K.K. Pant,IIT Delhi,https://nptel.ac.in/courses/103102012
Chemical Engineering,Fuel Cell Technology,"Dr. Anil Verma, Prof. S. Basu",IIT Delhi,https://nptel.ac.in/courses/103102015
Chemical Engineering,Interfacial Engineering,Prof. A.N. Bhaskarwar,IIT Delhi,https://nptel.ac.in/courses/103102016
Chemical Engineering,Petroleum Refinery Engineering,"Dr. K.K. Pant , Prof. Deepak Kunzru",IIT Delhi,https://nptel.ac.in/courses/103102022
Chemical Engineering,Transport Phenomena (UG),Prof. S.K. Gupta,IIT Delhi,https://nptel.ac.in/courses/103102024
Chemical Engineering,NOC:Fluid Mechanics And Its Applications,Prof. Vijay Gupta,IIT Delhi,https://nptel.ac.in/courses/103102211
Chemical Engineering,Catalyst Science And Technology,Dr. Mahuya De,IIT Guwahati,https://nptel.ac.in/courses/103103026
Chemical Engineering,Chemical Engineering Design - II,"Dr. Animes Kr. Golder, Prof. Vaibhav V. Goud",IIT Guwahati,https://nptel.ac.in/courses/103103027
Chemical Engineering,Chemical Technology - II,Dr. U. Ramagopal,IIT Guwahati,https://nptel.ac.in/courses/103103029
Chemical Engineering,Heat Transfer,Prof. A.K. Ghoshal,IIT Guwahati,https://nptel.ac.in/courses/103103031
Chemical Engineering,Heat Transfer,Dr. Anil Verma,IIT Guwahati,https://nptel.ac.in/courses/103103032
Chemical Engineering,Interfacial Engineering,Dr. Pallab Ghosh,IIT Guwahati,https://nptel.ac.in/courses/103103033
Chemical Engineering,Mass Transfer Operations I,Dr. B. Mandal,IIT Guwahati,https://nptel.ac.in/courses/103103034
Chemical Engineering,Mass Transfer Operations I,"Dr. Chandan Das, Dr. S.K. Majumder",IIT Guwahati,https://nptel.ac.in/courses/103103035
Chemical Engineering,Molecular Simulations In Chemical Engineering,"Dr. Ashok Kumar Dasmahapatra, Dr. Tamal Banerjee",IIT Guwahati,https://nptel.ac.in/courses/103103036
Chemical Engineering,Process Control And Instrumentation,Dr. P.K. Saha,IIT Guwahati,https://nptel.ac.in/courses/103103037
Chemical Engineering,Process Design Decisions And Project Economics,Dr. Vijay S. Moholkar,IIT Guwahati,https://nptel.ac.in/courses/103103039
Chemical Engineering,NOC:Fluidization Engineering,Prof. Subrata Kumar Majumder,IIT Guwahati,https://nptel.ac.in/courses/103103132
Chemical Engineering,NOC:Measurement Technique In Multiphase Flows,Prof. Rajesh Kumar Upadhyay,IIT Guwahati,https://nptel.ac.in/courses/103103135
Chemical Engineering,NOC:Introduction To Polymer Physics,Prof. Amit Kumar,IIT Guwahati,https://nptel.ac.in/courses/103103139
Chemical Engineering,NOC:Natural Gas Engineering,Prof. Pankaj Tiwari,IIT Guwahati,https://nptel.ac.in/courses/103103140
Chemical Engineering,NOC:Mass Transfer Operations -I,Prof. Bishnupada Mandal,IIT Guwahati,https://nptel.ac.in/courses/103103145
Chemical Engineering,NOC:Transport Phenomena Of Non-Newtonian Fluids,Prof. Nanda Kishore,IIT Guwahati,https://nptel.ac.in/courses/103103146
Chemical Engineering,NOC:Chemical Process Intensification,Prof. Subrata Kumar Majumder,IIT Guwahati,https://nptel.ac.in/courses/103103152
Chemical Engineering,NOC:Chemical Reaction Engineering-I,Prof. Bishnupada Mandal,IIT Guwahati,https://nptel.ac.in/courses/103103153
Chemical Engineering,NOC:Mass Transfer Operations II,Prof. Chandan Das,IIT Guwahati,https://nptel.ac.in/courses/103103154
Chemical Engineering,NOC:Mechanical Unit Operations,Prof. Nanda Kishore,IIT Guwahati,https://nptel.ac.in/courses/103103155
Chemical Engineering,NOC:Advanced Thermodynamics,Prof. Nanda Kishore,IIT Guwahati,https://nptel.ac.in/courses/103103162
Chemical Engineering,NOC:Inorganic Chemical Technology,Prof. Nanda Kishore,IIT Guwahati,https://nptel.ac.in/courses/103103218
Chemical Engineering,NOC:Organic Chemical Technology,Prof. Nanda Kishore,IIT Guwahati,https://nptel.ac.in/courses/103103220
Chemical Engineering,NOC:Solid-Fluid Operations,Prof. Subrata Kumar Majumder,IIT Guwahati,https://nptel.ac.in/courses/103103221
Chemical Engineering,NOC:Energy Conversion Technologies (Biomass And Coal),Prof. Vaibhav V. Goud,IIT Guwahati,https://nptel.ac.in/courses/103103222
Chemical Engineering,NOC:Petroleum Reservoir Engineering,Prof. Pankaj Tiwari,IIT Guwahati,https://nptel.ac.in/courses/103103223
Chemical Engineering,Fluid Mechanics,Prof. Nishith Verma,IIT Kanpur,https://nptel.ac.in/courses/103104043
Chemical Engineering,Fluid Mechanics,Dr. V. Shankar,IIT Kanpur,https://nptel.ac.in/courses/103104044
Chemical Engineering,Introduction To Colloid And Interface Science And Engineering,Prof. A. Sharma,IIT Kanpur,https://nptel.ac.in/courses/103104045
Chemical Engineering,Mass Transfer II,Prof. Nishith Verma,IIT Kanpur,https://nptel.ac.in/courses/103104046
Chemical Engineering,Mechanics Of Soft Materials,Dr. A. Ghatak,IIT Kanpur,https://nptel.ac.in/courses/103104047
Chemical Engineering,Plantwide Control Of Chemical Processes,Dr. Nitin Kaistha,IIT Kanpur,https://nptel.ac.in/courses/103104049
Chemical Engineering,Plantwide Control Of Chemical Processes,Dr. Nitin Kaistha,IIT Kanpur,https://nptel.ac.in/courses/103104050
Chemical Engineering,NOC:Thermodynamics Of Fluid Phase Equilibria,Prof. Jayant K. Singh,IIT Kanpur,https://nptel.ac.in/courses/103104129
Chemical Engineering,NOC:Chemical Engineering Thermodynamics,Prof. Jayant K. Singh,IIT Kanpur,https://nptel.ac.in/courses/103104151
Chemical Engineering,Advanced Heat And Mass Transfer,Dr. Saikat Chakraborty,IIT Kharagpur,https://nptel.ac.in/courses/103105052
Chemical Engineering,Biochemical Engineering,"Dr. Rintu Banerjee, Dr. Saikat Chakraborty",IIT Kharagpur,https://nptel.ac.in/courses/103105054
Chemical Engineering,Microscale Transport Processes,"Dr. Somnath Ganguly, Prof. S. Dasgupta",IIT Kharagpur,https://nptel.ac.in/courses/103105057
Chemical Engineering,Multiphase Flow,"Prof. Gargi Das, Prof. P.K. Das",IIT Kharagpur,https://nptel.ac.in/courses/103105058
Chemical Engineering,Multiphase Flow,"Prof. Gargi Das, Prof. P.K. Das",IIT Kharagpur,https://nptel.ac.in/courses/103105059
Chemical Engineering,Novel Separation Processes,Prof. S. De,IIT Kharagpur,https://nptel.ac.in/courses/103105060
Chemical Engineering,Novel Separation Processes,Prof. S. De,IIT Kharagpur,https://nptel.ac.in/courses/103105061
Chemical Engineering,Process Control And Instrumentation,"Dr. A.K. Jana, Dr. D. Sarkar",IIT Kharagpur,https://nptel.ac.in/courses/103105064
Chemical Engineering,Instability & Patterning Of Thin Polymer Films,Dr. R. Mukherjee,IIT Kharagpur,https://nptel.ac.in/courses/103105065
Chemical Engineering,Instability And Patterning Of Thin Polymer Films,Dr. R. Mukherjee,IIT Kharagpur,https://nptel.ac.in/courses/103105066
Chemical Engineering,Advanced Mathematical Techniques In Chemical Engineering,Prof. S. De,IIT Kharagpur,https://nptel.ac.in/courses/103105106
Chemical Engineering,Fuel And Combustion Technology,"Prof. Jayanta Kumar Basu, Prof. Sonali Sengupta",IIT Kharagpur,https://nptel.ac.in/courses/103105110
Chemical Engineering,NOC:Adiabatic Two Phase Flow And Flow Boiling In Microchannel,Prof. Gargi Das,IIT Kharagpur,https://nptel.ac.in/courses/103105124
Chemical Engineering,NOC:Optimization In Chemical Engineering,Prof. Debasis Sarkar,IIT Kharagpur,https://nptel.ac.in/courses/103105139
Chemical Engineering,NOC:Heat Transfer,Prof. Sunando Dasgupta,IIT Kharagpur,https://nptel.ac.in/courses/103105140
Chemical Engineering,NOC:Flow Through Porous Media,Prof. SOMENATH GANGULY,IIT Kharagpur,https://nptel.ac.in/courses/103105160
Chemical Engineering,NOC:Fundamentals Of Particle And Fluid Solid Processing,Prof. Arnab Atta,IIT Kharagpur,https://nptel.ac.in/courses/103105161
Chemical Engineering,NOC:Plant Design And Economics,Prof. Debasis Sarkar,IIT Kharagpur,https://nptel.ac.in/courses/103105166
Chemical Engineering,NOC:Material & Energy Balance Computations,"Prof. Arnab Atta, Prof. Rabibrata Mukherjee",IIT Kharagpur,https://nptel.ac.in/courses/103105209
